track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,02A3cEvlLLCbIMVDrK2GHV,Starley,4pZbAcipxqdFcwjiFkuwes,222040,2016-10-14,44,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998
4nMlau89VAjmV7agkl7OY3,Fresh Eyes,2oX42qP5ineK3hrhBECLmj,Andy Grammer,5YpK59N59zCX7Hkc9aBiGv,198001,2016-01-01,0,0.822,0.544,0,-6.797,1,0.0332,0.562,2.4e-05,0.144,0.861,122.047
1D3ODoXHBLpdxolZRHWV1j,By Your Side,1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,6IJVWErYhvWqG41NnLSGMM,201254,2016-10-28,0,0.696,0.743,6,-3.838,1,0.0331,0.0778,0.0,0.0581,0.644,122.978
4Hf7WnR761jpxPr5D46Bcd,Treat You Better,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,6FLZDJq4UuwqcaQlI4XCP1,187973,2017-03-03,0,0.624,0.803,10,-4.105,0,0.246,0.123,0.0,0.114,0.821,166.018
4OZEu0Vwq0RB2LAq14v99n,Middle,540vIaP2JwjQb9dm3aArA4,DJ Snake,55bbXORm6ZrVq52zfZnxBf,220573,2016-08-05,0,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),6MDME20pz9RveH9rEXvrOM,Clean Bandit,3meZFplbMmji648oWUNEfQ,251088,2016-10-21,76,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965
2IMODbij0lZ5CuAjZi0IDE,Sila,0jKQrxK2zHqxyOAyIMrUQt,SUD,0qwujayb77utSpftsXjdP3,326000,2015-07-31,59,0.635,0.376,9,-6.1,1,0.0457,0.0104,0.0,0.109,0.28,124.57
68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore (feat. Selena Gomez),6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,6E0p38TjcK490itZ1Ns7bD,217706,2015-11-05,57,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017
3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,6NomK9f7zRLOuScvAyI1XX,198774,2016-12-10,64,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
0B8B8cVRFIG1yznoQe7c9s,Setting Fires,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,5BJeN4SVEKe204y2SiszOe,247426,2016-11-04,0,0.626,0.717,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039
0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down (feat. Daya),69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3ShQFl9FladFKlonwPGZFc,208053,2016-08-10,43,0.542,0.859,11,-5.651,1,0.197,0.16,0.00466,0.137,0.403,159.797
0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,3e7awlrlDSwF3iM0WBjGMp,Little Mix,2GJLzxAajkFeyDPVH7X4Cs,246240,2016-11-18,0,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",3iri9nBFs9e4wN7PLIetAw,gnash,3L0H4RjVXpEkwfDgi3XOdf,251033,2016-03-25,78,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6
6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",31TPClRtHm23RisEBtV3X7,Justin Timberlake,40LbnfieVTWtHrK24WQeEB,236001,2016-05-06,79,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03
6fujklziTHa8uoM5OQSfIo,Black Beatles,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,5v6iBhIlflzR9rEd1LAMbd,291893,2016-08-12,76,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
1cOyWWUr3oXJIxY0AjJEx9,YOUTH,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,5ouTDazE4LF9bVJPx1nlgW,185194,2015-12-04,66,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507
343YBumqHu19cGoGARUTsd,Fake Love,3TVXtAsR1Inumwj472S9r4,Drake,1lXY618HWkwYKJWBRYR4MK,210937,2017-03-18,75,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007
4TZy1wLyHec06pwgFYDh1a,Mercy,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,6FLZDJq4UuwqcaQlI4XCP1,208733,2017-03-03,0,0.469,0.68,11,-4.921,0,0.117,0.137,0.0,0.11,0.374,147.734
0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,3rDbA12I5duZnlwakqDdZa,230226,2015-11-13,13,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085
2DpCdPMg1BADE4HDnxt3Rd,"Sit Still, Look Pretty",6Dd3NScHWwnW6obMFbl1BH,Daya,2cE2eOy7alOZHpuelJEV8Q,202226,2017-01-06,63,0.655,0.787,2,-3.031,1,0.264,0.122,3.11e-06,0.178,0.554,181.799
1lItf5ZXJc1by9SbPeljFd,Juju on That Beat (TZ Anthem),7nKeLE1toRtW4M279iS26h,Zay Hilfigerrr,5sQTfUX9uSwfCtPiYGO20V,144244,2016-09-30,60,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517
0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,38jqi8VvSax4miNL2cacD1,241029,2015-04-08,2,0.696,0.262,11,-15.073,1,0.031,0.519,0.0,0.0669,0.265,84.007
2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,0JjoGwsBjce2mgHRliH0VN,215670,2017-04-28,0,0.42,0.636,10,-7.216,1,0.22,0.494,0.0,0.122,0.784,156.104
4QdovcM8j50QPlyR7tH4xe,You & Me,3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,07BmX119kPbbYsZPzISvqw,218480,2016-08-05,0,0.693,0.65,1,-8.376,1,0.192,0.0398,0.0,0.186,0.663,85.026
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),6lB8vOoI4DRrrVxXwuV19c,Mike Perry,4pgNeQfSctryAw4e0uESHe,183414,2016-04-15,71,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037
5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,4AdZV63ycxFLF6Hcol0QnB,269186,2016-11-24,75,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99
1CnPYaKxTVb4LWOtiGOm0m,All Time Low,50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,2e8nzTZ0HtK94IifOWgN7o,217603,2016-06-10,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246
6NFKf8vBApSvtzkapYmnVR,Tadhana,3wbCeEPAW6po7J46netxMT,Up Dharma Down,4SjshYHT8OeSHB6zun2Hxx,222446,2012-12-07,17,0.686,0.322,6,-13.2,1,0.0369,0.165,0.0296,0.0809,0.511,155.982
40UroIGvsMPLPBYwH8rMNA,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),0q4NrXqJnc367PieejuROJ,Vice,3nmzkttUylbyB47ONa0xHF,177094,2016-09-30,0,0.779,0.671,9,-5.829,1,0.0814,0.153,1.12e-05,0.115,0.718,104.953
1xznGGDReH1oQq0xzbwXa3,One Dance,3TVXtAsR1Inumwj472S9r4,Drake,3hARKC8cinq3mZLLAEaBh9,173986,2016-05-06,0,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989
6fxVffaTuwjgEk5h9QyRjy,Photograph,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6NoBzYmh5gUusGPCfg0pct,258986,2013,65,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,52xu8EP3ABmpNk0LUzF3ih,254249,2017-09-18,57,0.374,0.125,7,-14.847,1,0.0383,0.852,4.66e-06,0.321,0.108,114.694
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,4PgleR09JVnm3zY1fW3XBA,206693,2016-11-17,83,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066
6O6M7pJLABmfBRoGZMu76Y,Roses (feat. ROZES),69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3ShQFl9FladFKlonwPGZFc,225800,2016-08-10,30,0.716,0.806,4,-7.602,1,0.0466,0.0361,0.00413,0.244,0.347,100.033
6XKm1z5lYIq486iWMLnSFY,Nobody's Better (feat. Fetty Wap),3r3Rkuc4jmZHXgchgaXwnv,Suzi,1BDQaYovZUKGOzRINUFfv8,209590,2015-11-03,62,0.357,0.661,0,-7.259,0,0.106,0.0134,0.0,0.166,0.541,101.038
4JIo8RztBbELr2gWJ5OGK6,Secret Love Song (feat. Jason Derulo),3e7awlrlDSwF3iM0WBjGMp,Little Mix,4bzVI1FElc13HQagFR7S1W,249813,2015-11-06,1,0.539,0.643,9,-3.982,1,0.0479,0.256,0.0,0.29,0.136,92.962
3T8yMLawoliJaN1hAGFFmv,Sigurado,3wbCeEPAW6po7J46netxMT,Up Dharma Down,5bRwSxYckOjIw3oISF6MQk,339661,2017-01-02,28,0.757,0.669,11,-8.813,1,0.0385,0.295,0.0271,0.111,0.963,113.01
7aV2mflaASUmGhCErm7kBO,The Mack,15NtJjjHRFybdNSMyM9smT,Nevada,7FDBvwfZD9ejQzzg0dyoac,167038,2016-09-23,0,0.707,0.883,0,-4.281,1,0.0602,0.0707,0.0,0.23,0.541,106.031
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,7CajNmpbOovFoOoasH2HaY,Calvin Harris,3pEgGUv379EDinvg1TN7Kt,222160,2016-04-29,81,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,0pF0oyuPNdOObniB1Ng0kW,214480,2016-05-27,76,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,0YOtu6QNH83HIjdWWI30qr,262086,2016-02-17,53,0.562,0.281,7,-8.813,1,0.0296,0.841,0.0,0.112,0.306,91.961
4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,5YLRVHDVRw3QqWbeTGpC5B,226720,2017-03-17,58,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028
1a5Yu5L18qNxVhXx38njON,Hear Me Now,0NGAZxHanS9e0iNHpR8f2W,Alok,6apmeAAgvzvhBKio8WYThf,192846,2016-01-01,53,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996
2HzfRSfCogBSsgW2CckVA2,Lot to Learn,787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,2y3AR5hVWrVnM24Rh4ENYH,248386,2017-07-28,55,0.422,0.852,6,-3.546,1,0.208,0.0845,0.0,0.0687,0.666,82.914
2XYb0tB6gqXObZqNsAoMYk,Paasa - T.A.N.G.A.,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,6jojHOgC3f8MNsBBW9ta4D,239226,2016-10-03,38,0.74,0.604,0,-5.245,0,0.103,0.423,1.75e-06,0.243,0.323,140.065
7rQ7daaKRFhCz0TgFgAzU2,Sidekick,46GXASE9LHzyssNqKOInUu,Dawin,2JtS8H9AIn9oSE9Hja7GIs,189280,2016-07-29,0,0.953,0.686,7,-4.404,1,0.0513,0.074,0.0,0.0578,0.722,128.006
3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,7fZH0aUAjY3ay25obOUf2a,233720,2015-11-13,0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418
01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,2fI8PsKYLPMt9Gv4NVrtjk,230453,2016-08-19,54,0.404,0.174,9,-10.192,1,0.0312,0.893,0.0,0.0977,0.324,87.636
7FB8l7UA1HKqnuSLjP9qDc,Caroline,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,4Yy7pSgkobZoK6bOu3PEPB,209640,2017-07-28,0,0.952,0.318,10,-10.357,1,0.467,0.174,0.0,0.205,0.665,120.077
17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,3teu4biw5zhcN7QgjmKzGS,197933,2016-05-06,0,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965
7129iqBafaphfc3WPCGC0L,7 Years,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,6NQ2RNksdSKdtnlFOLJo24,237300,2015-06-16,53,0.742,0.479,10,-5.83,1,0.0551,0.29,0.0,0.391,0.346,119.951
2s76aKBWKShlwPC4xTtEEE,Wake Up Where You Are,05o1zW8b6PV6rEquXr74sB,State of Sound,2F5kVjsgGY1pYzJ1SrSEWo,207306,2016-09-30,49,0.706,0.674,9,-6.977,1,0.0337,0.11,0.000626,0.0784,0.545,113.956
6nxQdXa1uAL0rY72wPZu89,Love Me Now,5y2Xq6xcjJb2jVM54GHK3t,John Legend,7xMjYDrgPLp1ReFGAOyS1O,210293,2016-12-02,65,0.495,0.762,8,-3.842,1,0.0862,0.591,0.0,0.0763,0.708,123.893
27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,5WUlDfRSoLAfcVSX1WnrxN,Sia,77jAfTh3KH9K2reMOmTgOh,211666,2016-01-29,78,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976
2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,4BNWanhw4AjSXjBm9L1Jzy,Juris,6f5fch2BNaoKPL9E1oPmQI,250803,2016-01-01,55,0.52,0.309,2,-12.039,1,0.0534,0.597,0.0,0.102,0.177,150.098
6vSforRhuzsA0D0SO9fG1S,One Call Away,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,6E0p38TjcK490itZ1Ns7bD,194453,2015-11-05,53,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024
0CNjoQozZP0mB9rKVdrKGx,Toothbrush,6T5tfhQCknKG4UnH90qGnz,DNCE,7K89F9bgY1jks0uIlMerm3,231813,2016-11-18,0,0.557,0.791,7,-5.771,1,0.138,0.12,0.0,0.397,0.85,104.908
6k3b9NQnivP9wUhA7PgbOU,To Love Again,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,5bKviOwxDPC7K25O9Ryxbq,290680,2016-09-27,48,0.299,0.36,9,-6.235,1,0.0287,0.806,0.0,0.114,0.19,140.102
29xs643Q96uQLD8f7SxYYw,Sa'yo,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,4xxRoePLdITFIhrzUhmOaQ,253360,2013-06-11,1,0.567,0.0896,5,-12.944,1,0.0343,0.796,0.0,0.218,0.367,79.002
7sW3f7PqDV7BQ7qqeVBJIA,Migraine,2kZThDGZcHl4klYYFk0v8n,Moonstar88,0rw3b1VJPAMs9zq4ncP43K,267560,2008-04-10,59,0.662,0.546,2,-5.868,1,0.0288,0.204,2.82e-06,0.12,0.196,115.053
4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),4dpARuHxo51G3z768sgnrY,Adele,0K4pIOOsfJ9lK8OjrZfXzd,223080,2016-06-24,1,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023
0mqJsNkF3MRtBkRhzVskVX,We Can't Be,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,3RywI77KyROJ0ibjzOM3vF,239364,2014-01-01,0,0.516,0.31,4,-12.113,1,0.0279,0.565,0.0,0.113,0.33,128.862
4qqArAiTPueDxIp7cf87h7,Final Song,0bdfiayQAKewqEvaU6rXCv,MØ,2gcqSlK5xTxcpuLZ1iik3Z,235826,2016-05-13,66,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,5W98Ab4VvQEuFEE4TIe5fE,225053,2015-01-09,78,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038
1cG0umU5TKStygKsPFZ9pY,Shed a Light,3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,6yKhjUoOsHa60DSqpugerw,191379,2016-11-25,60,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058
75JFxkI2RXiU7L9VXzMkle,The Scientist,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,309600,2002-08-08,86,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
1rIKgCH4H52lrvDcz50hS8,Lush Life,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,5YLRVHDVRw3QqWbeTGpC5B,201122,2017-03-17,78,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023
7gHs73wELdeycvS48JfIos,Faded,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,5HMjpBO0v78ayq5lreAyDd,212626,2015-12-04,73,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011
7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),5M0lbkGluOPXLeFjApw8r8,DRAM,0NrZHZ0y5kTO8EHliuUUca,225205,2016-10-21,63,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99
7yHEDfrJNd0zWOfXwydNH0,Into You,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,4lVR2fg3DAUQpGVJ6DciHW,244453,2016-05-20,0,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988
6i0V12jOa3mr6uu4WYhUBr,Heathens,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,3J8W9AOjQhnBLCX33m3atT,195920,2016-06-16,82,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),5WUlDfRSoLAfcVSX1WnrxN,Sia,2eV6DIPDnGl1idcjww6xyX,210226,2016-10-21,69,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944
0Dljpp52vCmtXi0E94qjfo,"Maybe This Time - From ""Maybe This Time""",6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,0BGReR0ClYIme8zAabt53h,255608,2016-01-01,62,0.389,0.273,6,-7.697,1,0.0362,0.705,0.0,0.117,0.176,134.124
0mBKv9DkYfQHjdMcw2jdyI,Chunky,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,4PgleR09JVnm3zY1fW3XBA,186973,2016-11-17,69,0.571,0.539,5,-4.446,0,0.116,0.0208,0.0,0.125,0.727,202.103
69bp2EbF7Q2rqc5N3ylezZ,Sorry,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,7fZH0aUAjY3ay25obOUf2a,200786,2015-11-13,0,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
1vvNmPOiUuyCbgWmtc6yfm,My Way,7CajNmpbOovFoOoasH2HaY,Calvin Harris,0dzeoQhVNzKkwM5ieOJC54,219159,2016-09-16,76,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986
2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,6T5tfhQCknKG4UnH90qGnz,DNCE,7K89F9bgY1jks0uIlMerm3,219146,2016-11-18,0,0.774,0.764,4,-5.445,0,0.0518,0.156,0.0,0.0383,0.912,118.997
1MkiRsYBkXbXvdiYvTTiQT,Someday,2tQbSWgZLIB8MXMnsXVRro,Nina,1yx0lKqG8Z1J3IOxx4gbzs,214773,2006-08-23,63,0.556,0.212,6,-11.197,1,0.0406,0.941,0.0,0.0982,0.514,133.392
6OZh916QF8XNunWaP97WEZ,Fast Car,1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,5jfuIbTeaLhBZxsCVv3QyM,212424,2015-12-04,0,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901
6xQs6y6CpDqK9VKCktApEL,Hiling,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,6E5TwOXhw6KyhX4P0p9vdK,235009,2015-01-15,58,0.58,0.244,4,-9.917,1,0.0361,0.808,0.0,0.092,0.385,82.121
6C2nrsOlb3jOUGcJAmPrTA,Tell Me Where It Hurts,5elcNQkZ6FCZA3grSOMngY,MYMP,6bfrwiC19nEjAwGN98un6f,253013,2005-03-10,0,0.726,0.542,7,-7.952,1,0.042,0.702,0.0,0.0962,0.396,89.583
08WPvDEsHvTFuB9w8tC2OS,Now and Later,6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,6OnHUnhxRIZ4FB7ce9wF39,193181,2017-07-21,55,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059
